2022;Января;9;0;растущая 45%;09:42 - 17:23
2021;Января;9;0;убывающая 19%;09:42 - 17:23
2020;Января;9;0;растущая 97%;09:42 - 17:22
2019;Января;9;0;растущая 9%;09:42 - 17:22
2018;Января;9;0;убывающая 46%;09:42 - 17:22
2025;Января;10;0;растущая 84%;09:41 - 17:24
2024;Января;10;0;убывающая 2%;09:42 - 17:23
2023;Января;10;0;убывающая 90%;09:41 - 17:24
2022;Января;10;0;растущая 55%;09:41 - 17:24
2021;Января;10;0;убывающая 11%;09:41 - 17:24
2020;Января;10;0;растущая 100%;09:42 - 17:23
2019;Января;10;0;растущая 15%;09:42 - 17:24
2018;Января;10;0;убывающая 37%;09:41 - 17:24
2025;Января;11;0;растущая 92%;09:40 - 17:26
2024;Января;11;0;новолуние 16:58;09:41 - 17:25
2023;Января;11;0;убывающая 84%;09:41 - 17:25
2022;Января;11;0;растущая 65%;09:41 - 17:26
2021;Января;11;0;убывающая 5%;09:40 - 17:26
2020;Января;11;0;убывающая 100%;09:41 - 17:25
2019;Января;11;0;растущая 23%;09:41 - 17:25
2018;Января;11;0;убывающая 28%;09:41 - 17:26
2025;Января;12;0;растущая 97%;09:40 - 17:28
2024;Января;12;0;растущая 1%;09:40 - 17:26
2023;Января;12;0;убывающая 76%;09:40 - 17:27
2022;Января;12;0;растущая 73%;09:40 - 17:27
2021;Января;12;0;убывающая 1%;09:40 - 17:27
2020;Января;12;0;убывающая 97%;09:40 - 17:26
2019;Января;12;0;растущая 31%;09:40 - 17:27
2018;Января;12;0;убывающая 19%;09:40 - 17:27
2025;Января;13;0;растущая 100%;09:39 - 17:29
2024;Января;13;0;растущая 5%;09:39 - 17:28
2023;Января;13;0;убывающая 68%;09:39 - 17:28
2022;Января;13;0;растущая 81%;09:39 - 17:29
2021;Января;13;0;новолуние 10:02;09:39 - 17:29
2020;Января;13;0;убывающая 92%;09:39 - 17:28
2019;Января;13;0;растущая 40%;09:39 - 17:28
2018;Января;13;0;убывающая 12%;09:39 - 17:29
2025;Января;14;0;полнолуние 03:27;09:38 - 17:31
2024;Января;14;0;растущая 11%;09:39 - 17:30
2023;Января;14;0;убывающая 58%;09:38 - 17:30
2022;Января;14;0;растущая 88%;09:38 - 17:30
2021;Января;14;0;растущая 1%;09:38 - 17:31
2020;Января;14;0;убывающая 84%;09:39 - 17:29
2019;Января;14;0;растущая 50%;09:38 - 17:30
2018;Января;14;0;убывающая 7%;09:38 - 17:30
2025;Января;15;0;убывающая 98%;09:37 - 17:32
2024;Января;15;0;растущая 19%;09:38 - 17:31
2023;Января;15;0;убывающая 48%;09:37 - 17:32
2022;Января;15;0;растущая 93%;09:37 - 17:32
2021;Января;15;0;растущая 5%;09:37 - 17:32
2020;Января;15;0;убывающая 75%;09:38 - 17:31
2019;Января;15;0;растущая 60%;09:37 - 17:32
2018;Января;15;0;убывающая 3%;09:37 - 17:32
2025;Января;16;0;убывающая 94%;09:36 - 17:34
2024;Января;16;0;растущая 29%;09:37 - 17:33
2023;Января;16;0;убывающая 37%;09:36 - 17:33
2022;Января;16;0;растущая 97%;09:36 - 17:34
2021;Января;16;0;растущая 11%;09:36 - 17:34
2020;Января;16;0;убывающая 64%;09:37 - 17:33
2019;Января;16;0;растущая 70%;09:37 - 17:33
2025;Января;17;0;убывающая 88%;09:35 - 17:36
2024;Января;17;0;растущая 40%;09:36 - 17:35
2023;Января;17;0;убывающая 27%;09:35 - 17:35
2022;Января;17;0;растущая 100%;09:35 - 17:35
2021;Января;17;0;растущая 18%;09:35 - 17:36
2020;Января;17;0;убывающая 53%;09:36 - 17:35
2019;Января;17;0;растущая 80%;09:35 - 17:35
2018;Января;17;0;новолуние 07:18;09:35 - 17:35
2025;Января;18;0;убывающая 81%;09:34 - 17:38
2024;Января;18;0;растущая 51%;09:35 - 17:36
2023;Января;18;0;убывающая 18%;09:34 - 17:37
2022;Января;18;0;полнолуние 04:51;09:34 - 17:37
2021;Января;18;0;растущая 26%;09:34 - 17:38
2020;Января;18;0;убывающая 42%;09:35 - 17:36
2019;Января;18;0;растущая 88%;09:34 - 17:37
2018;Января;18;0;растущая 1%;09:34 - 17:37
2025;Января;19;0;убывающая 73%;09:33 - 17:39
2024;Января;19;0;растущая 62%;09:34 - 17:38
2023;Января;19;0;убывающая 10%;09:33 - 17:39
2022;Января;19;0;убывающая 98%;09:33 - 17:39
2021;Января;19;0;растущая 35%;09:33 - 17:39
2020;Января;19;0;убывающая 31%;09:34 - 17:38
2019;Января;19;0;растущая 95%;09:33 - 17:39
2018;Января;19;0;растущая 4%;09:33 - 17:39
2025;Января;20;0;убывающая 65%;09:31 - 17:41
2024;Января;20;0;растущая 72%;09:32 - 17:40
2023;Января;20;0;убывающая 4%;09:32 - 17:40
2022;Января;20;0;убывающая 95%;09:32 - 17:41
2021;Января;20;0;растущая 44%;09:31 - 17:41
2020;Января;20;0;убывающая 21%;09:32 - 17:40
2019;Января;20;0;растущая 99%;09:32 - 17:40
2018;Января;20;0;растущая 9%;09:32 - 17:41
2025;Января;21;0;убывающая 55%;09:30 - 17:43
2024;Января;21;0;растущая 81%;09:31 - 17:42
2023;Января;21;0;убывающая 1%;09:31 - 17:42
2022;Января;21;0;убывающая 90%;09:31 - 17:43
2021;Января;21;0;растущая 54%;09:30 - 17:43
2020;Января;21;0;убывающая 13%;09:31 - 17:42
2019;Января;21;0;полнолуние 10:17;09:31 - 17:42
2018;Января;21;0;растущая 16%;09:31 - 17:43
2025;Января;22;0;убывающая 46%;09:29 - 17:45
2024;Января;22;0;растущая 89%;09:30 - 17:44
2023;Января;22;0;растущая 0%;09:30 - 17:44
2022;Января;22;0;убывающая 82%;09:29 - 17:45
2021;Января;22;0;растущая 63%;09:29 - 17:45
2020;Января;22;0;убывающая 7%;09:30 - 17:44
2019;Января;22;0;убывающая 98%;09:30 - 17:44
2018;Января;22;0;растущая 24%;09:29 - 17:44
2025;Января;23;0;убывающая 37%;09:28 - 17:47
2024;Января;23;0;растущая 94%;09:29 - 17:45
2023;Января;23;0;растущая 3%;09:28 - 17:46
2022;Января;23;0;убывающая 74%;09:28 - 17:46
2021;Января;23;0;растущая 72%;09:28 - 17:47
2020;Января;23;0;убывающая 3%;09:29 - 17:45
2019;Января;23;0;убывающая 94%;09:28 - 17:46
2018;Января;23;0;растущая 33%;09:28 - 17:46
2025;Января;24;0;убывающая 28%;09:26 - 17:49
2024;Января;24;0;растущая 98%;09:27 - 17:47
2023;Января;24;0;растущая 9%;09:27 - 17:48
2022;Января;24;0;убывающая 64%;09:27 - 17:48
2021;Января;24;0;растущая 80%;09:26 - 17:49
2020;Января;24;0;убывающая 0%;09:27 - 17:47
2019;Января;24;0;убывающая 86%;09:27 - 17:48
2018;Января;24;0;растущая 43%;09:27 - 17:48
2025;Января;25;0;убывающая 19%;09:25 - 17:51
2024;Января;25;0;полнолуние 22:54;09:26 - 17:49
2023;Января;25;0;растущая 16%;09:25 - 17:50
2022;Января;25;0;убывающая 53%;09:25 - 17:50
2021;Января;25;0;растущая 87%;09:25 - 17:51
2020;Января;25;0;новолуние 02:44;09:26 - 17:49
2019;Января;25;0;убывающая 77%;09:26 - 17:50
2018;Января;25;0;растущая 54%;09:25 - 17:50
2025;Января;26;0;убывающая 12%;09:23 - 17:53
2024;Января;26;0;убывающая 100%;09:24 - 17:51
2023;Января;26;0;растущая 26%;09:24 - 17:52
2022;Января;26;0;убывающая 42%;09:24 - 17:52
2021;Января;26;0;растущая 93%;09:23 - 17:53
2020;Января;26;0;растущая 2%;09:24 - 17:51
2019;Января;26;0;убывающая 67%;09:24 - 17:52
2018;Января;26;0;растущая 65%;09:24 - 17:52
2025;Января;27;0;убывающая 6%;09:22 - 17:55
2024;Января;27;0;убывающая 98%;09:23 - 17:53
2023;Января;27;0;растущая 36%;09:23 - 17:54
2022;Января;27;0;убывающая 31%;09:22 - 17:54
2021;Января;27;0;растущая 97%;09:22 - 17:55
2020;Января;27;0;растущая 5%;09:23 - 17:53
2019;Января;27;0;убывающая 57%;09:23 - 17:54
2018;Января;27;0;растущая 76%;09:22 - 17:54
2025;Января;28;0;убывающая 2%;09:20 - 17:57
2024;Января;28;0;убывающая 94%;09:21 - 17:55
2023;Января;28;0;растущая 46%;09:21 - 17:56
2022;Января;28;0;убывающая 21%;09:21 - 17:56
2021;Января;28;0;растущая 100%;09:20 - 17:57
2020;Января;28;0;растущая 11%;09:21 - 17:55
2019;Января;28;0;убывающая 46%;09:21 - 17:56
2018;Января;28;0;растущая 85%;09:21 - 17:56
2025;Января;29;0;новолуние 17:37;09:19 - 17:59
2024;Января;29;0;убывающая 89%;09:20 - 17:57
2023;Января;29;0;растущая 56%;09:19 - 17:58
2022;Января;29;0;убывающая 12%;09:19 - 17:58
2021;Января;29;0;убывающая 100%;09:19 - 17:59
2020;Января;29;0;растущая 17%;09:20 - 17:57
2019;Января;29;0;убывающая 36%;09:19 - 17:58
2018;Января;29;0;растущая 92%;09:19 - 17:58
2025;Января;30;0;растущая 1%;09:17 - 18:01
2024;Января;30;0;убывающая 82%;09:18 - 17:59
2023;Января;30;0;растущая 66%;09:18 - 18:00
2022;Января;30;0;убывающая 5%;09:17 - 18:00
2021;Января;30;0;убывающая 97%;09:17 - 18:01
2020;Января;30;0;растущая 25%;09:18 - 17:59
2019;Января;30;0;убывающая 26%;09:18 - 17:59
2018;Января;30;0;растущая 98%;09:17 - 18:00
2025;Января;31;0;растущая 4%;09:15 - 18:03
2024;Января;31;0;убывающая 75%;09:17 - 18:01
2023;Января;31;0;растущая 75%;09:16 - 18:02
2022;Января;31;0;убывающая 1%;09:16 - 18:02
2021;Января;31;0;убывающая 93%;09:15 - 18:03
2020;Января;31;0;растущая 33%;09:17 - 18:01
2019;Января;31;0;убывающая 18%;09:16 - 18:01
2018;Января;31;0;полнолуние 18:27;09:16 - 18:02
2025;Февраля;1;0;растущая 10%;09:14 - 18:05
2024;Февраля;1;0;убывающая 66%;09:15 - 18:03
2023;Февраля;1;0;растущая 83%;09:14 - 18:04
2022;Февраля;1;0;новолуние 10:49;09:14 - 18:04
2021;Февраля;1;0;убывающая 86%;09:14 - 18:05
2020;Февраля;1;0;растущая 43%;09:15 - 18:03
2019;Февраля;1;0;убывающая 11%;09:14 - 18:03
2018;Февраля;1;0;убывающая 99%;09:14 - 18:04
2025;Февраля;2;0;растущая 18%;09:12 - 18:07
2024;Февраля;2;0;убывающая 57%;09:13 - 18:05
2023;Февраля;2;0;растущая 89%;09:13 - 18:06
2022;Февраля;2;0;растущая 2%;09:12 - 18:06
2021;Февраля;2;0;убывающая 77%;09:12 - 18:07
2020;Февраля;2;0;растущая 52%;09:13 - 18:05
2019;Февраля;2;0;убывающая 6%;09:13 - 18:06
2018;Февраля;2;0;убывающая 96%;09:12 - 18:06
2025;Февраля;3;0;растущая 27%;09:10 - 18:09
2024;Февраля;3;0;убывающая 47%;09:11 - 18:07
2023;Февраля;3;0;растущая 95%;09:11 - 18:08
2022;Февраля;3;0;растущая 6%;09:10 - 18:08
2021;Февраля;3;0;убывающая 66%;09:10 - 18:09
2020;Февраля;3;0;растущая 62%;09:11 - 18:07
2019;Февраля;3;0;убывающая 2%;09:11 - 18:08
2018;Февраля;3;0;убывающая 90%;09:11 - 18:08
2025;Февраля;4;0;растущая 38%;09:08 - 18:11
2024;Февраля;4;0;убывающая 37%;09:10 - 18:09
2023;Февраля;4;0;растущая 98%;09:09 - 18:10
2022;Февраля;4;0;растущая 12%;09:09 - 18:10
2021;Февраля;4;0;убывающая 55%;09:08 - 18:11
2020;Февраля;4;0;растущая 71%;09:10 - 18:09
2019;Февраля;4;0;убывающая 0%;09:09 - 18:10
2018;Февраля;4;0;убывающая 82%;09:09 - 18:10
2025;Февраля;5;0;растущая 50%;09:06 - 18:13
2024;Февраля;5;0;убывающая 27%;09:08 - 18:11
2023;Февраля;5;0;полнолуние 23:30;09:07 - 18:12
2022;Февраля;5;0;растущая 19%;09:07 - 18:12
2021;Февраля;5;0;убывающая 44%;09:06 - 18:13
2020;Февраля;5;0;растущая 80%;09:08 - 18:11
2019;Февраля;5;0;новолуние 02:04;09:07 - 18:12
2018;Февраля;5;0;убывающая 73%;09:07 - 18:12
2025;Февраля;6;0;растущая 61%;09:04 - 18:15
2024;Февраля;6;0;убывающая 18%;09:06 - 18:13
2023;Февраля;6;0;убывающая 100%;09:05 - 18:14
2022;Февраля;6;0;растущая 28%;09:05 - 18:14
2021;Февраля;6;0;убывающая 33%;09:05 - 18:15
2020;Февраля;6;0;растущая 88%;09:06 - 18:13
2019;Февраля;6;0;растущая 2%;09:05 - 18:14
2018;Февраля;6;0;убывающая 64%;09:05 - 18:14
2025;Февраля;7;0;растущая 71%;09:03 - 18:17
2024;Февраля;7;0;убывающая 10%;09:04 - 18:15
2023;Февраля;7;0;убывающая 98%;09:04 - 18:16
2022;Февраля;7;0;растущая 38%;09:03 - 18:16
2021;Февраля;7;0;убывающая 23%;09:03 - 18:17
2020;Февраля;7;0;растущая 94%;09:04 - 18:15
2019;Февраля;7;0;растущая 5%;09:04 - 18:16
2018;Февраля;7;0;убывающая 54%;09:03 - 18:16
2025;Февраля;8;0;растущая 81%;09:01 - 18:19
2024;Февраля;8;0;убывающая 4%;09:02 - 18:17
2023;Февраля;8;0;убывающая 94%;09:02 - 18:18
2022;Февраля;8;0;растущая 47%;09:01 - 18:18
2021;Февраля;8;0;убывающая 14%;09:01 - 18:19
2020;Февраля;8;0;растущая 99%;09:02 - 18:17
2019;Февраля;8;0;растущая 10%;09:02 - 18:18
2018;Февраля;8;0;убывающая 44%;09:01 - 18:18
2025;Февраля;9;0;растущая 89%;08:59 - 18:21
2024;Февраля;9;0;убывающая 1%;09:00 - 18:19
2023;Февраля;9;0;убывающая 89%;09:00 - 18:20
2022;Февраля;9;0;растущая 57%;08:59 - 18:20
2021;Февраля;9;0;убывающая 7%;08:59 - 18:21
2020;Февраля;9;0;полнолуние 12:34;09:00 - 18:19
2019;Февраля;9;0;растущая 17%;09:00 - 18:20
2018;Февраля;9;0;убывающая 35%;08:59 - 18:20
2025;Февраля;10;0;растущая 94%;08:57 - 18:23
2024;Февраля;10;0;новолуние 04:00;08:58 - 18:21
2023;Февраля;10;0;убывающая 82%;08:58 - 18:22
2022;Февраля;10;0;растущая 66%;08:57 - 18:22
2021;Февраля;10;0;убывающая 3%;08:57 - 18:23
2020;Февраля;10;0;убывающая 99%;08:58 - 18:21
2019;Февраля;10;0;растущая 25%;08:58 - 18:22
2018;Февраля;10;0;убывающая 26%;08:57 - 18:22
2025;Февраля;11;0;растущая 98%;08:55 - 18:25
2024;Февраля;11;0;растущая 3%;08:56 - 18:23
2023;Февраля;11;0;убывающая 74%;08:56 - 18:24
2022;Февраля;11;0;растущая 74%;08:55 - 18:24
2021;Февраля;11;0;убывающая 0%;08:55 - 18:25
2020;Февраля;11;0;убывающая 94%;08:56 - 18:23
2019;Февраля;11;0;растущая 34%;08:56 - 18:24
2018;Февраля;11;0;убывающая 18%;08:55 - 18:24
2025;Февраля;12;0;полнолуние 18:54;08:53 - 18:27
2024;Февраля;12;0;растущая 8%;08:54 - 18:25
2023;Февраля;12;0;убывающая 64%;08:54 - 18:26
2022;Февраля;12;0;растущая 82%;08:53 - 18:26
2021;Февраля;12;0;растущая 0%;08:53 - 18:27
2020;Февраля;12;0;убывающая 87%;08:54 - 18:25
2019;Февраля;12;0;растущая 43%;08:54 - 18:26
2018;Февраля;12;0;убывающая 12%;08:53 - 18:26
2024;Февраля;14;0;растущая 25%;08:50 - 18:30
2023;Февраля;14;0;убывающая 43%;08:50 - 18:30
2022;Февраля;14;0;растущая 94%;08:49 - 18:31
2021;Февраля;14;0;растущая 7%;08:48 - 18:31
2020;Февраля;14;0;убывающая 68%;08:50 - 18:30
2019;Февраля;14;0;растущая 64%;08:50 - 18:30
2018;Февраля;14;0;убывающая 2%;08:49 - 18:31
2024;Февраля;15;0;растущая 36%;08:48 - 18:32
2023;Февраля;15;0;убывающая 32%;08:47 - 18:32
2022;Февраля;15;0;растущая 98%;08:47 - 18:33
2021;Февраля;15;0;растущая 12%;08:46 - 18:33
2020;Февраля;15;0;убывающая 57%;08:48 - 18:32
2019;Февраля;15;0;растущая 75%;08:47 - 18:32
2018;Февраля;15;0;убывающая 0%;08:47 - 18:33
2024;Февраля;16;0;растущая 46%;08:46 - 18:34
2023;Февраля;16;0;убывающая 22%;08:45 - 18:34
2022;Февраля;16;0;полнолуние 21:59;08:45 - 18:35
2021;Февраля;16;0;растущая 19%;08:44 - 18:35
2020;Февраля;16;0;убывающая 46%;08:46 - 18:34
2019;Февраля;16;0;растущая 84%;08:45 - 18:34
2018;Февраля;16;0;новолуние 02:06;08:45 - 18:35
2024;Февраля;17;0;растущая 57%;08:44 - 18:36
2023;Февраля;17;0;убывающая 13%;08:43 - 18:36
2022;Февраля;17;0;убывающая 100%;08:43 - 18:37
2021;Февраля;17;0;растущая 27%;08:42 - 18:37
2020;Февраля;17;0;убывающая 36%;08:44 - 18:36
2019;Февраля;17;0;растущая 92%;08:43 - 18:36
2018;Февраля;17;0;растущая 2%;08:43 - 18:37
2024;Февраля;18;0;растущая 67%;08:41 - 18:38
2023;Февраля;18;0;убывающая 6%;08:41 - 18:38
2022;Февраля;18;0;убывающая 97%;08:40 - 18:39
2021;Февраля;18;0;растущая 36%;08:40 - 18:39
2020;Февраля;18;0;убывающая 26%;08:42 - 18:38
2019;Февраля;18;0;растущая 97%;08:41 - 18:38
2018;Февраля;18;0;растущая 6%;08:40 - 18:39
2024;Февраля;19;0;растущая 76%;08:39 - 18:40
2023;Февраля;19;0;убывающая 2%;08:39 - 18:40
2022;Февраля;19;0;убывающая 93%;08:38 - 18:41
2021;Февраля;19;0;растущая 45%;08:38 - 18:41
2020;Февраля;19;0;убывающая 17%;08:39 - 18:40
2019;Февраля;19;0;полнолуние 20:53;08:39 - 18:40
2018;Февраля;19;0;растущая 12%;08:38 - 18:41
2024;Февраля;20;0;растущая 84%;08:37 - 18:42
2023;Февраля;20;0;новолуние 12:09;08:37 - 18:42
2022;Февраля;20;0;убывающая 86%;08:36 - 18:43
2021;Февраля;20;0;растущая 55%;08:35 - 18:43
2020;Февраля;20;0;убывающая 10%;08:37 - 18:42
2019;Февраля;20;0;убывающая 99%;08:37 - 18:42
2018;Февраля;20;0;растущая 19%;08:36 - 18:43
2024;Февраля;21;0;растущая 91%;08:35 - 18:44
2023;Февраля;21;0;растущая 1%;08:34 - 18:44
2022;Февраля;21;0;убывающая 78%;08:34 - 18:45
2021;Февраля;21;0;растущая 64%;08:33 - 18:45
2020;Февраля;21;0;убывающая 5%;08:35 - 18:44
2019;Февраля;21;0;убывающая 96%;08:34 - 18:44
2018;Февраля;21;0;растущая 28%;08:34 - 18:45
2024;Февраля;22;0;растущая 95%;08:33 - 18:46
2023;Февраля;22;0;растущая 6%;08:32 - 18:46
2022;Февраля;22;0;убывающая 68%;08:32 - 18:47
2021;Февраля;22;0;растущая 73%;08:31 - 18:47
2020;Февраля;22;0;убывающая 2%;08:33 - 18:46
2019;Февраля;22;0;убывающая 90%;08:32 - 18:46
2018;Февраля;22;0;растущая 38%;08:32 - 18:47
2024;Февраля;23;0;растущая 99%;08:30 - 18:48
2023;Февраля;23;0;растущая 12%;08:30 - 18:48
2022;Февраля;23;0;убывающая 57%;08:29 - 18:49
2021;Февраля;23;0;растущая 82%;08:29 - 18:49
2020;Февраля;23;0;новолуние 20:33;08:30 - 18:48
2019;Февраля;23;0;убывающая 82%;08:30 - 18:48
2018;Февраля;23;0;растущая 49%;08:29 - 18:49
2024;Февраля;24;0;полнолуние 17:31;08:28 - 18:50
2023;Февраля;24;0;растущая 20%;08:28 - 18:50
2022;Февраля;24;0;убывающая 46%;08:27 - 18:51
2021;Февраля;24;0;растущая 89%;08:26 - 18:51
2020;Февраля;24;0;растущая 0%;08:28 - 18:50
2019;Февраля;24;0;убывающая 73%;08:28 - 18:50
2018;Февраля;24;0;растущая 61%;08:27 - 18:51
2024;Февраля;25;0;убывающая 99%;08:26 - 18:52
2023;Февраля;25;0;растущая 30%;08:25 - 18:52
2022;Февраля;25;0;убывающая 35%;08:25 - 18:53
2021;Февраля;25;0;растущая 95%;08:24 - 18:53
2020;Февраля;25;0;растущая 2%;08:26 - 18:52
2019;Февраля;25;0;убывающая 62%;08:25 - 18:52
2018;Февраля;25;0;растущая 72%;08:25 - 18:53
2024;Февраля;26;0;убывающая 97%;08:23 - 18:54
2023;Февраля;26;0;растущая 40%;08:23 - 18:55
2022;Февраля;26;0;убывающая 24%;08:22 - 18:55
2021;Февраля;26;0;растущая 99%;08:22 - 18:55
2020;Февраля;26;0;растущая 6%;08:24 - 18:54
2019;Февраля;26;0;убывающая 52%;08:23 - 18:54
2018;Февраля;26;0;растущая 82%;08:22 - 18:55
2024;Февраля;27;0;убывающая 93%;08:21 - 18:56
2023;Февраля;27;0;растущая 49%;08:21 - 18:57
2022;Февраля;27;0;убывающая 15%;08:20 - 18:57
2021;Февраля;27;0;полнолуние 13:19;08:19 - 18:57
2020;Февраля;27;0;растущая 12%;08:21 - 18:56
2019;Февраля;27;0;убывающая 42%;08:21 - 18:56
2018;Февраля;27;0;растущая 90%;08:20 - 18:57
2024;Февраля;28;0;убывающая 88%;08:19 - 18:58
2023;Февраля;28;0;растущая 59%;08:18 - 18:59
2022;Февраля;28;0;убывающая 8%;08:18 - 18:59
2021;Февраля;28;0;убывающая 99%;08:17 - 18:59
2020;Февраля;28;0;растущая 18%;08:19 - 18:58
2019;Февраля;28;0;убывающая 33%;08:18 - 18:58
2018;Февраля;28;0;растущая 96%;08:18 - 18:59
2024;Февраля;29;0;убывающая 81%;08:16 - 19:00
2023;Марта;1;0;растущая 68%;08:16 - 19:01
2022;Марта;1;0;убывающая 3%;08:15 - 19:01
2021;Марта;1;0;убывающая 95%;08:15 - 19:01
2020;Февраля;29;0;растущая 26%;08:17 - 19:00
2019;Марта;1;0;убывающая 24%;08:16 - 19:00
2018;Марта;1;0;растущая 99%;08:15 - 19:01
2024;Марта;1;0;убывающая 73%;08:14 - 19:02
2023;Марта;1;0;растущая 68%;08:16 - 19:01
2022;Марта;1;0;убывающая 3%;08:15 - 19:01
2021;Марта;1;0;убывающая 95%;08:15 - 19:01
2020;Марта;1;0;растущая 35%;08:14 - 19:02
2019;Марта;1;0;убывающая 24%;08:16 - 19:00
2018;Марта;1;0;растущая 99%;08:15 - 19:01
2024;Марта;2;0;убывающая 63%;08:12 - 19:04
2023;Марта;2;0;растущая 77%;08:14 - 19:03
2022;Марта;2;0;убывающая 0%;08:13 - 19:03
2021;Марта;2;0;убывающая 89%;08:12 - 19:03
2020;Марта;2;0;растущая 45%;08:12 - 19:04
2019;Марта;2;0;убывающая 16%;08:14 - 19:02
2018;Марта;2;0;полнолуние 05:52;08:13 - 19:03
2024;Марта;3;0;убывающая 54%;08:09 - 19:06
2023;Марта;3;0;растущая 84%;08:11 - 19:05
2022;Марта;3;0;растущая 0%;08:11 - 19:05
2021;Марта;3;0;убывающая 80%;08:10 - 19:05
2020;Марта;3;0;растущая 55%;08:09 - 19:06
2019;Марта;3;0;убывающая 10%;08:11 - 19:04
2018;Марта;3;0;убывающая 98%;08:11 - 19:05
2024;Марта;4;0;убывающая 43%;08:07 - 19:08
2023;Марта;4;0;растущая 91%;08:09 - 19:06
2022;Марта;4;0;растущая 3%;08:08 - 19:07
2021;Марта;4;0;убывающая 70%;08:08 - 19:07
2020;Марта;4;0;растущая 65%;08:07 - 19:08
2019;Марта;4;0;убывающая 5%;08:09 - 19:06
2018;Марта;4;0;убывающая 93%;08:08 - 19:07
2024;Марта;5;0;убывающая 33%;08:04 - 19:10
2023;Марта;5;0;растущая 95%;08:06 - 19:08
2022;Марта;5;0;растущая 8%;08:06 - 19:09
2021;Марта;5;0;убывающая 59%;08:05 - 19:09
2020;Марта;5;0;растущая 75%;08:05 - 19:10
2019;Марта;5;0;убывающая 2%;08:06 - 19:08
2018;Марта;5;0;убывающая 87%;08:06 - 19:09
