2019;Января;4;ночь;пасмурно;-11°;Южный ветер;5 м/с;759;93%;без осадков
2019;Января;4;утро;пасмурно;-10°;Южный ветер;3 м/с;760;90%;без осадков
2019;Января;4;день;пасмурно;-11°;Южный ветер;5 м/с;759;89%;без осадков
2019;Января;4;вечер;пасмурно;-11°;Южный ветер;5 м/с;757;84%;без осадков
2018;Января;4;ночь;ясно;-16°;Северо-восточный ветер;2 м/с;760;95%;без осадков
2018;Января;4;утро;ясно;-10°;Северо-восточный ветер;1 м/с;760;92%;без осадков
2018;Января;4;день;ясно;-4°;Восточный ветер;1 м/с;760;99%;без осадков
2018;Января;4;вечер;ясно;-12°;Юго-восточный ветер;1 м/с;760;100%;без осадков
2025;Января;5;ночь;пасмурно;-6°;Южный ветер;9 м/с;756;98%;без осадков
2025;Января;5;утро;снег;+1°;Южный ветер;8 м/с;752;98%;без осадков
2025;Января;5;день;пасмурно;-2°;Юго-западный ветер;5 м/с;755;90%;без осадков
2025;Января;5;вечер;пасмурно;-6°;Южный ветер;4 м/с;757;93%;без осадков
2024;Января;5;ночь;пасмурно;-24°;Южный ветер;2 м/с;758;98%;без осадков
2024;Января;5;утро;пасмурно;-24°;Южный ветер;2 м/с;757;99%;без осадков
2024;Января;5;день;пасмурно;-19°;Южный ветер;1 м/с;759;98%;без осадков
2024;Января;5;вечер;пасмурно;-19°;нет данных;нет данных;759;93%;без осадков
2023;Января;5;ночь;пасмурно;-19°;Западный ветер;4 м/с;756;100%;без осадков
2023;Января;5;утро;пасмурно;-20°;Юго-западный ветер;1 м/с;758;100%;без осадков
2023;Января;5;день;пасмурно;-14°;Южный ветер;2 м/с;758;100%;без осадков
2023;Января;5;вечер;пасмурно;-13°;Южный ветер;3 м/с;757;95%;без осадков
2022;Января;5;ночь;малооблачно;-25°;Южный ветер;1 м/с;761;100%;без осадков
2022;Января;5;утро;малооблачно;-25°;нет данных;нет данных;759;100%;без осадков
2022;Января;5;день;малооблачно;-17°;нет данных;нет данных;762;100%;без осадков
2022;Января;5;вечер;облачно;-18°;Северный ветер;1 м/с;763;100%;без осадков
2021;Января;5;ночь;снег;-9°;Южный ветер;4 м/с;780;96%;без осадков
2021;Января;5;утро;пасмурно;-9°;Южный ветер;3 м/с;780;96%;без осадков
2021;Января;5;день;пасмурно;-7°;Южный ветер;3 м/с;780;96%;без осадков
2021;Января;5;вечер;снег;-7°;Южный ветер;4 м/с;780;96%;без осадков
2020;Января;5;ночь;пасмурно;-4°;Южный ветер;5 м/с;759;94%;без осадков
2020;Января;5;утро;снег;-1°;Южный ветер;5 м/с;758;93%;0.3 мм
2020;Января;5;день;пасмурно;0°;Южный ветер;6 м/с;759;92%;0.2 мм
2020;Января;5;вечер;снег;-1°;Южный ветер;4 м/с;760;95%;0.4 мм
2019;Января;5;ночь;пасмурно;-10°;Южный ветер;6 м/с;752;89%;без осадков
2019;Января;5;утро;пасмурно;-9°;Южный ветер;5 м/с;755;87%;без осадков
2019;Января;5;день;пасмурно;-8°;Юго-восточный ветер;6 м/с;752;86%;без осадков
2019;Января;5;вечер;пасмурно;-9°;Юго-восточный ветер;6 м/с;749;87%;без осадков
2018;Января;5;ночь;ясно;-21°;Юго-восточный ветер;2 м/с;760;74%;без осадков
2018;Января;5;утро;ясно;-16°;Юго-восточный ветер;3 м/с;760;77%;без осадков
2018;Января;5;день;ясно;-8°;Юго-восточный ветер;3 м/с;760;79%;без осадков
2018;Января;5;вечер;ясно;-15°;Юго-восточный ветер;2 м/с;761;77%;без осадков
2025;Января;6;ночь;пасмурно;-14°;Юго-западный ветер;5 м/с;765;98%;без осадков
2025;Января;6;утро;пасмурно;-8°;Юго-западный ветер;4 м/с;764;96%;без осадков
2025;Января;6;день;пасмурно;-9°;Южный ветер;4 м/с;766;98%;без осадков
2025;Января;6;вечер;пасмурно;-9°;Южный ветер;4 м/с;767;97%;без осадков
2024;Января;6;ночь;пасмурно;-22°;Северный ветер;1 м/с;761;99%;без осадков
2024;Января;6;утро;пасмурно;-23°;Северный ветер;1 м/с;762;100%;без осадков
2024;Января;6;день;малооблачно;-18°;нет данных;нет данных;762;99%;без осадков
2024;Января;6;вечер;пасмурно;-18°;нет данных;нет данных;762;96%;без осадков
2023;Января;6;ночь;пасмурно;-18°;Южный ветер;4 м/с;753;93%;без осадков
2023;Января;6;утро;пасмурно;-6°;Южный ветер;4 м/с;753;96%;без осадков
2023;Января;6;день;снег;-4°;Южный ветер;4 м/с;751;96%;без осадков
2023;Января;6;вечер;снег;-10°;Северо-западный ветер;5 м/с;752;96%;без осадков
2022;Января;6;ночь;пасмурно;-24°;Восточный ветер;7 м/с;758;100%;без осадков
2022;Января;6;утро;пасмурно;-17°;Восточный ветер;1 м/с;762;99%;без осадков
2022;Января;6;день;пасмурно;-8°;Юго-восточный ветер;5 м/с;758;92%;без осадков
2022;Января;6;вечер;пасмурно;-6°;Южный ветер;6 м/с;756;94%;без осадков
2021;Января;6;ночь;пасмурно;-15°;Южный ветер;3 м/с;779;95%;без осадков
2021;Января;6;утро;пасмурно;-12°;Южный ветер;3 м/с;780;94%;без осадков
2021;Января;6;день;пасмурно;-12°;Южный ветер;4 м/с;780;93%;без осадков
2021;Января;6;вечер;пасмурно;-12°;Южный ветер;3 м/с;779;91%;без осадков
2020;Января;6;ночь;пасмурно;-5°;Юго-западный ветер;2 м/с;766;96%;0.2 мм
2020;Января;6;утро;пасмурно;-6°;Юго-западный ветер;1 м/с;765;96%;0.1 мм
2020;Января;6;день;пасмурно;-5°;Западный ветер;1 м/с;767;95%;без осадков
2020;Января;6;вечер;пасмурно;-5°;Северный ветер;1 м/с;768;97%;без осадков
2019;Января;6;ночь;пасмурно;-11°;Юго-восточный ветер;6 м/с;749;86%;без осадков
2019;Января;6;утро;пасмурно;-3°;Южный ветер;7 м/с;746;89%;без осадков
2019;Января;6;день;пасмурно;-5°;Южный ветер;6 м/с;748;88%;без осадков
2019;Января;6;вечер;пасмурно;-6°;Южный ветер;4 м/с;750;90%;без осадков
2018;Января;6;ночь;ясно;-22°;Юго-восточный ветер;3 м/с;759;86%;0.1 мм
2018;Января;6;утро;ясно;-20°;Юго-восточный ветер;3 м/с;760;70%;без осадков
2018;Января;6;день;ясно;-5°;Юго-восточный ветер;2 м/с;759;91%;0.1 мм
2018;Января;6;вечер;ясно;-9°;Юго-восточный ветер;3 м/с;759;88%;0.1 мм
2025;Января;7;ночь;пасмурно;-16°;Южный ветер;5 м/с;771;100%;без осадков
2025;Января;7;утро;пасмурно;-17°;Южный ветер;2 м/с;772;100%;без осадков
2025;Января;7;день;пасмурно;-12°;Южный ветер;2 м/с;774;100%;без осадков
2025;Января;7;вечер;пасмурно;-13°;Юго-восточный ветер;2 м/с;774;96%;без осадков
2024;Января;7;ночь;пасмурно;-24°;Северо-восточный ветер;2 м/с;761;99%;без осадков
2024;Января;7;утро;пасмурно;-18°;нет данных;нет данных;762;96%;без осадков
2024;Января;7;день;пасмурно;-18°;нет данных;нет данных;762;96%;без осадков
2024;Января;7;вечер;пасмурно;-18°;Северо-восточный ветер;2 м/с;761;99%;без осадков
2023;Января;7;ночь;пасмурно;-31°;Западный ветер;2 м/с;760;100%;без осадков
2023;Января;7;утро;пасмурно;-32°;Юго-западный ветер;2 м/с;759;100%;без осадков
2023;Января;7;день;пасмурно;-26°;Юго-западный ветер;1 м/с;762;100%;без осадков
2023;Января;7;вечер;пасмурно;-25°;Северо-западный ветер;1 м/с;763;100%;без осадков
2022;Января;7;ночь;снег;0°;Южный ветер;8 м/с;750;96%;без осадков
2022;Января;7;утро;пасмурно;+1°;Южный ветер;7 м/с;750;98%;без осадков
2022;Января;7;день;пасмурно;0°;Южный ветер;4 м/с;752;98%;без осадков
2022;Января;7;вечер;снег;0°;Южный ветер;4 м/с;750;99%;без осадков
2021;Января;7;ночь;пасмурно;-14°;Южный ветер;7 м/с;775;94%;без осадков
2021;Января;7;утро;пасмурно;-14°;Южный ветер;4 м/с;777;90%;без осадков
2021;Января;7;день;пасмурно;-11°;Южный ветер;5 м/с;776;93%;без осадков
2021;Января;7;вечер;пасмурно;-10°;Южный ветер;6 м/с;774;94%;без осадков
2020;Января;7;ночь;пасмурно;-7°;Северо-восточный ветер;1 м/с;769;97%;0.4 мм
2020;Января;7;утро;пасмурно;-5°;нет данных;нет данных;769;96%;без осадков
2020;Января;7;день;пасмурно;-4°;Восточный ветер;1 м/с;770;95%;0.1 мм
2020;Января;7;вечер;снег;-4°;Восточный ветер;1 м/с;770;97%;1.1 мм
2019;Января;7;ночь;малооблачно;-19°;Юго-западный ветер;2 м/с;752;73%;без осадков
2019;Января;7;утро;пасмурно;-14°;Юго-западный ветер;1 м/с;753;81%;без осадков
2019;Января;7;день;пасмурно;-12°;Западный ветер;2 м/с;753;88%;без осадков
2019;Января;7;вечер;малооблачно;-14°;Западный ветер;2 м/с;753;79%;без осадков
2018;Января;7;ночь;снег;-10°;Южный ветер;5 м/с;754;87%;0.3 мм
2018;Января;7;утро;снег;-9°;Южный ветер;4 м/с;756;88%;0.2 мм
2018;Января;7;день;снег;-6°;Южный ветер;6 м/с;754;88%;2.1 мм
2018;Января;7;вечер;снег;-6°;Южный ветер;6 м/с;752;88%;0.6 мм
2025;Января;8;ночь;пасмурно;-6°;Южный ветер;8 м/с;769;93%;без осадков
2025;Января;8;утро;снег;-3°;Южный ветер;7 м/с;768;94%;без осадков
2025;Января;8;день;снег;0°;Южный ветер;8 м/с;767;95%;без осадков
2025;Января;8;вечер;пасмурно;0°;Южный ветер;9 м/с;767;92%;без осадков
2024;Января;8;ночь;пасмурно;-25°;Юго-западный ветер;2 м/с;764;100%;без осадков
2024;Января;8;утро;малооблачно;-24°;Юго-западный ветер;2 м/с;764;100%;без осадков
2024;Января;8;день;пасмурно;-20°;Юго-западный ветер;2 м/с;765;100%;без осадков
2024;Января;8;вечер;пасмурно;-20°;Юго-западный ветер;2 м/с;765;100%;без осадков
2023;Января;8;ночь;пасмурно;-32°;Западный ветер;1 м/с;767;100%;без осадков
2023;Января;8;утро;пасмурно;-31°;Западный ветер;1 м/с;765;100%;без осадков
2023;Января;8;день;пасмурно;-24°;Юго-западный ветер;1 м/с;766;100%;без осадков
2023;Января;8;вечер;пасмурно;-22°;Западный ветер;1 м/с;767;100%;без осадков
2022;Января;8;ночь;пасмурно;-16°;Юго-западный ветер;6 м/с;760;95%;без осадков
2022;Января;8;утро;пасмурно;-1°;Южный ветер;6 м/с;752;93%;без осадков
2022;Января;8;день;пасмурно;-6°;Западный ветер;9 м/с;756;89%;без осадков
2022;Января;8;вечер;пасмурно;-9°;Западный ветер;7 м/с;764;88%;без осадков
2021;Января;8;ночь;пасмурно;-9°;Южный ветер;7 м/с;771;95%;без осадков
2021;Января;8;утро;пасмурно;-10°;Южный ветер;6 м/с;772;94%;без осадков
2021;Января;8;день;пасмурно;-8°;Южный ветер;5 м/с;771;95%;без осадков
2021;Января;8;вечер;пасмурно;-8°;Юго-восточный ветер;5 м/с;770;95%;без осадков
2020;Января;8;ночь;ясно;-14°;Северо-западный ветер;2 м/с;771;96%;0.2 мм
2020;Января;8;утро;пасмурно;-10°;нет данных;нет данных;771;97%;без осадков
2020;Января;8;день;пасмурно;-9°;Юго-западный ветер;1 м/с;773;95%;без осадков
2020;Января;8;вечер;облачно;-11°;Южный ветер;1 м/с;773;94%;без осадков
2019;Января;8;ночь;пасмурно;-19°;Западный ветер;4 м/с;751;86%;без осадков
2019;Января;8;утро;малооблачно;-20°;Юго-западный ветер;2 м/с;751;80%;без осадков
2019;Января;8;день;пасмурно;-17°;Юго-западный ветер;4 м/с;750;69%;без осадков
2019;Января;8;вечер;пасмурно;-16°;Юго-западный ветер;4 м/с;749;85%;без осадков
2018;Января;8;ночь;снег;-7°;Южный ветер;6 м/с;747;89%;0.4 мм
2018;Января;8;утро;снег;-2°;Южный ветер;8 м/с;744;93%;3 мм
2018;Января;8;день;ясно;-3°;Западный ветер;9 м/с;744;83%;1.6 мм
2018;Января;8;вечер;снег;-5°;Западный ветер;7 м/с;746;84%;0.2 мм
2025;Января;9;ночь;пасмурно;-1°;Южный ветер;9 м/с;765;98%;без осадков
2025;Января;9;утро;пасмурно;-1°;Южный ветер;9 м/с;765;95%;без осадков
2025;Января;9;день;пасмурно;0°;Южный ветер;11 м/с;762;93%;без осадков
2025;Января;9;вечер;снег;0°;Южный ветер;12 м/с;760;95%;без осадков
2024;Января;9;ночь;пасмурно;-25°;Южный ветер;2 м/с;761;100%;без осадков
2024;Января;9;утро;пасмурно;-25°;Южный ветер;3 м/с;764;100%;без осадков
2024;Января;9;день;пасмурно;-20°;Южный ветер;3 м/с;760;100%;без осадков
2024;Января;9;вечер;пасмурно;-18°;Южный ветер;2 м/с;757;99%;без осадков
2023;Января;9;ночь;пасмурно;-36°;Западный ветер;1 м/с;777;100%;без осадков
2023;Января;9;утро;пасмурно;-36°;Западный ветер;1 м/с;774;100%;без осадков
2023;Января;9;день;пасмурно;-29°;Северо-западный ветер;1 м/с;777;99%;без осадков
2023;Января;9;вечер;пасмурно;-29°;Северо-западный ветер;1 м/с;780;100%;без осадков
2022;Января;9;ночь;пасмурно;-20°;Южный ветер;2 м/с;774;100%;без осадков
2022;Января;9;утро;пасмурно;-21°;Южный ветер;2 м/с;773;99%;без осадков
2022;Января;9;день;пасмурно;-14°;Южный ветер;2 м/с;775;100%;без осадков
2022;Января;9;вечер;пасмурно;-16°;Южный ветер;2 м/с;777;100%;без осадков
2021;Января;9;ночь;пасмурно;-8°;Юго-восточный ветер;5 м/с;766;97%;без осадков
2021;Января;9;утро;снег;-6°;Юго-восточный ветер;4 м/с;766;96%;без осадков
2021;Января;9;день;пасмурно;-6°;Южный ветер;2 м/с;765;97%;без осадков
2021;Января;9;вечер;пасмурно;-7°;Юго-восточный ветер;2 м/с;765;97%;без осадков
2020;Января;9;ночь;пасмурно;-14°;Южный ветер;5 м/с;769;96%;без осадков
2020;Января;9;утро;пасмурно;-12°;Южный ветер;3 м/с;771;96%;без осадков
2020;Января;9;день;пасмурно;-7°;Южный ветер;6 м/с;769;95%;без осадков
2020;Января;9;вечер;пасмурно;-7°;Южный ветер;6 м/с;767;93%;без осадков
2019;Января;9;ночь;пасмурно;-17°;Юго-западный ветер;3 м/с;753;82%;без осадков
2019;Января;9;утро;пасмурно;-14°;Юго-западный ветер;3 м/с;751;86%;без осадков
2019;Января;9;день;пасмурно;-13°;Юго-западный ветер;3 м/с;753;85%;без осадков
2019;Января;9;вечер;пасмурно;-14°;Южный ветер;3 м/с;754;80%;без осадков
2018;Января;9;ночь;ясно;-10°;Юго-западный ветер;6 м/с;746;87%;0.2 мм
2018;Января;9;утро;снег;-3°;Юго-западный ветер;5 м/с;746;90%;0.7 мм
2018;Января;9;день;снег;-4°;Юго-западный ветер;5 м/с;746;89%;0.3 мм
2018;Января;9;вечер;снег;-6°;Юго-западный ветер;4 м/с;746;90%;0.4 мм
2025;Января;10;ночь;пасмурно;-2°;Юго-западный ветер;4 м/с;768;96%;без осадков
2025;Января;10;утро;пасмурно;0°;Западный ветер;2 м/с;769;86%;без осадков
2025;Января;10;день;пасмурно;0°;Юго-западный ветер;2 м/с;771;90%;без осадков
2025;Января;10;вечер;пасмурно;-6°;Южный ветер;1 м/с;773;97%;без осадков
2024;Января;10;ночь;пасмурно;-32°;Южный ветер;2 м/с;758;100%;без осадков
2024;Января;10;утро;пасмурно;-22°;Западный ветер;2 м/с;754;100%;без осадков
2024;Января;10;день;пасмурно;-22°;Западный ветер;2 м/с;754;100%;без осадков
2024;Января;10;вечер;пасмурно;-26°;Западный ветер;1 м/с;757;100%;без осадков
2023;Января;10;ночь;облачно;-36°;Юго-западный ветер;1 м/с;786;100%;без осадков
2023;Января;10;утро;пасмурно;-33°;Западный ветер;1 м/с;784;100%;без осадков
2023;Января;10;день;пасмурно;-26°;Западный ветер;1 м/с;786;100%;без осадков
2023;Января;10;вечер;малооблачно;-25°;нет данных;нет данных;788;100%;без осадков
2022;Января;10;ночь;пасмурно;-19°;Южный ветер;2 м/с;773;100%;без осадков
2022;Января;10;утро;пасмурно;-15°;Юго-восточный ветер;2 м/с;775;95%;без осадков
2022;Января;10;день;пасмурно;-10°;Юго-восточный ветер;4 м/с;773;84%;без осадков
2022;Января;10;вечер;пасмурно;-10°;Южный ветер;4 м/с;770;83%;без осадков
2021;Января;10;ночь;пасмурно;-6°;Восточный ветер;6 м/с;758;97%;без осадков
2021;Января;10;утро;снег;-3°;Восточный ветер;5 м/с;759;98%;без осадков
2021;Января;10;день;пасмурно;-2°;Юго-восточный ветер;6 м/с;753;97%;без осадков
2021;Января;10;вечер;пасмурно;0°;Южный ветер;7 м/с;751;96%;без осадков
2020;Января;10;ночь;пасмурно;-11°;Южный ветер;5 м/с;764;93%;0.1 мм
2020;Января;10;утро;пасмурно;-11°;Южный ветер;5 м/с;764;94%;без осадков
2020;Января;10;день;пасмурно;-9°;Южный ветер;6 м/с;763;94%;0.4 мм
